CODIGO|PROCEDIMENTO|PORTE|VALOR PORTE|AUXILIARES|VALOR UCO|PORTE ANESTESICO|QTDE FILME|INCIDENCIA|VALOR
40403858|TRANSAMINASE PIRÚVICA - TGP OU ALT POR UNIDADE DE SANGUE TOTAL|01A|0,85|0|7,6|0|0|0|8,45
40403866|TRANSFUSÃO FETAL INTRA-UTERINA|05A|173,4|0|0|0|0|0|173,4
40403874|DETECÇÃO DE CONSUMO DE OXIGÊNIO (O2) POR UNIDADE DE CONCENTRADO DE PLAQUETAS (POR UNIDADE DE CONCEN|01A|4,25|0|81|0|0|0|85,25
40403882|DETECÇÃO DE CONSUMO DE OXIGÊNIO (O2) POR UNIDADE DE CONCENTRADO DE PLAQUETAS (POR UNIDADE DE CONCENT|01A|4,25|0|243|0|0|0|247,25
40403890|NAT / HBV - POR COMPONENTE HEMOTERÁPICO|01A|0,85|0|118,7|0|0|0|119,55
40403904|NAT / HBV - POR UNIDADE DE SANGUE TOTAL|01A|0,85|0|169,6|0|0|0|170,45
40403912|ESTIMULAÇÃO E MOBILIZAÇÃO DE CÉLULAS CD34 SITIVAS|02C|54,4|0|4561,63|0|0|0|4616,04
40403920|DETERMINAÇÃO DO FATOR RH (D). INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR|01A|0,85|0|5,58|0|0|0|6,43
40403939|DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA|06A|216,75|0|1040|0|0|0|1256,76
40403947|DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA R HEMODILUIÇÃO NORMOVOLÊMICA|01C|25,5|0|43,5|0|0|0|69
40403955|DOAÇÃO AUTÓLOGA PRÉ-OPERATÓRIA|01B|17|0|281,8|0|0|0|298,8
40403963|EXAMES IMUNOHEMATOLÓGICOS EM RECÉM-NASCIDOS: TIPIFICAÇÃO ABO E RH. PESQUISA DE D FRACO RH(D) E PROVA|01A|1,7|0|17,3|0|0|0|19
40403971|IMUNO-HEMATOLÓGICOS: TIPIFICAÇÃO ABO. INCLUINDO TIPAGEM REVERSA E DETERMINAÇÃO DO FATOR RH (D). INCL|01A|2,55|0|62,4|0|0|0|64,95
40403980|INVESTIGAÇÃO DA PRESENÇA DE ANTI-A OU ANTI-B. EM SORO OU PLASMA DE NEONATO. COM MÉTODOS QUE INCLUAM|01A|0,85|0|21,7|0|0|0|22,55
40403998|TIPIFICAÇÃO ABO. INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4 MESES DE|01A|0,85|0|5,58|0|0|0|6,43
40404048|AVALIACAO QUIMERISMO - VNTR - DOADOR - PRE TRANSPLANTE|01A|0,85||624||||
40404056|AVALIACAO QUIMERISMO - VNTR - PACIENTE - PRE TRANSPLANTE|01A|0,85||624||||
40404064|AVALIACAO QUIMERISMO POR STR - PACIENTE - POS TRANSPLANTE|01A|0,85||624||||
40501019|CARIÓTIPO COM BANDAS DE PELE, TUMOR E DEMAIS TECIDOS|02B|45,9|0|318|0|0|0|363,9
40501027|CARIOTIPO COM PESQUISA DE TROCA DE CROMATIDES IRMAS|03A|74,8|0|191,2|0|0|0|266
40501035|CARIOTIPO DE SANGUE COM TECNICAS DE ALTA RESOLUCAO|03A|74,8|0|257,36|0|0|0|332,16
40501043|CARIÓTIPO DE MEDULA (TÉCNICAS COM BANDAS)|03A|74,8|0|202,4|0|0|0|277,2
40501051|CARIOTIPO DE SANGUE OU MEDULA (TECNICAS COM BANDAS)|03A|74,8|0|141,76|0|0|0|216,56
40501060|CARIOTIPO DE SANGUE OBTIDO POR CORDOCENTESE PRE NATAL|03B|95,2|0|157,76|0|0|0|252,96
40501078|CARIOTIPO DE SANGUE PESQUISA DE MARCADORES TUMORAIS|03A|74,8|0|199,28|0|0|0|274,08
40501086|CARIOTIPO DE SANGUE PESQUISA DE SITIO FRAGIL X|03A|74,8|0|196,88|0|0|0|271,68
40501094|CARIÓTIPO EM VILOSIDADES CORIÔNICAS (CULTIVO DE TROFOBLASTOS)|03B|95,2|0|281,68|0|0|0|376,88
40501108|CARIOTIPO PARA PESQUISA DE INSTABILIDADE CROMOSSOMICA|03A|74,8|0|202,4|0|0|0|277,2
40501116|CROMATINA X OU Y|01A|8,5|0|27,12|0|0|0|35,62
40501124|CULTURA DE ABORTO E OBTENCAO DE CARIOTIPO|01C|25,5|0|318|0|0|0|343,5
40501132|CULTURA DE TECIDO PARA ENSAIO ENZIMATICO E/OU EXTRACAO DE DNA|01C|25,5|0|281,36|0|0|0|306,86
40501140|DIAGNÓSTICO GENÉTICO PRÉ-IMPLANTAÇÃO POR FISH, POR SONDA|03B|95,2|0|86,96|0|0|0|182,16
40501159|FISH EM METÁFASE OU NÚCLEO INTERFÁSICO, POR SONDA|02B|45,9|0|95,68|0|0|0|141,58
40501167|FISH PRÉ-NATAL, POR SONDA|03B|95,2|0|86,96|0|0|0|182,16
40501175|LIQUIDO AMNIOTICO CARIOTIPO COM BANDAS|03B|95,2|0|281,68|0|0|0|376,88
40501183|LÍQUIDO AMNIÓTICO, VILOSIDADES CORIÔNICAS, SUBCULTURA PARA DOSAGENS BIOQUÍMICAS E/OU MOLECULARES (AD|01C|25,5|0|212,48|0|0|0|237,98
40501191|SUBCULTURA DE PELE P/ DOSAGENS BIOQUÍMICAS E/OU MOLECULARES (ADICIONAL)|01C|25,5|0|212,48|0|0|0|237,98
40501213|PESQUISA DE TRANSLOCAÇAO PML/RAR-A|01C|25,5||191,4||||
40502015|MARCADORES BIOQUÍMICOS EXTRAS, ALÉM DE BHCG, AFP E PAPP-A, PARA AVALIAÇÃO DO RISCO FETAL, POR MARCA|01A|8,5|0|47,7|0|0|0|56,2
40502040|BATERIAS DE TESTES QUÍMICOS DE TRIAGEM EM URINA PARA ERROS INATOS DO METABOLISMO (MÍNIMO DE SEIS TES|01A|8,5|0|43,68|0|0|0|52,18
40502058|DETERMINACAO RISCO FETAL COM ELABORACAO DE LAUDO|01A|8,5|0|8,5|0|0|0|17
40502074|DOSAGEM QUANTITATIVA DE AMINOÁCIDOS PARA O DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO (PERFIL DE AMI|02B|45,9|0|200|0|0|0|245,9
40502082|DOSAGEM QUANTITATIVA DE METABÓLITOS NA URINA E/OU SANGUE PARA O DIAGNÓSTICO DE ERROS INATOS DO METAB|02B|45,9|0|91,6|0|0|0|137,5
40502090|ELETROFORESE OU CROMATOGRAFIA (PAPEL OU CAMADA DELGADA) PARA IDENTIFICAÇÃO DE AMINOÁCIDOS OU GLICÍDI|01A|8,5|0|63,28|0|0|0|71,78
40502112|ENSAIOS ENZIMÁTICOS EM LEUCÓCITOS, ERITRÓCITOS OU TECIDOS PARA DIAGNÓSTICO DE EIM, INCLUINDO PREPARO|02B|45,9|0|92,16|0|0|0|138,06
40502120|ENSAIOS ENZIMÁTICOS NO PLASMA PARA DIAGNÓSTICO DE EIM, INCLUINDO ENZIMA DE REFERÊNCIA (CADA)|02B|45,9|0|77,04|0|0|0|122,94
40502139|TESTE DUPLO - 1 TRIMESTRE (PAPP-A+BETA-HCG) OU OUTROS 2 EM SORO OU LÍQUIDO AMINIÓTICO COM ELABORAÇÃO|01A|8,5|0|197,82|0|0|0|206,32
40502147|TESTE DUPLO 2 TRIMESTRE(AFP+BETA-HCG)OU OUTROS 2 EM SORO OU LIQUIDO AMNIOTICO C/ ELABORACAO DE LAUDO|01A|8,5|0|122,58|0|0|0|131,08
40502155|DE WATSON- SCHWARTZ, DO NITROPRUSSIATO DE PRATA|01A|8,5|0|183,87|0|0|0|192,37
40502163|TESTES QUÍMICOS DE TRIAGEM EM URINA PARA ERROS INATOS DO METABOLISMO (CADA)|01A|8,5|0|12,8|0|0|0|21,3
40502228|RASTREAMENTO NEONATAL PARA O DIAGNÓSITCO DE EIM E OUTRAS DOENÇAS|01A|8,5||833,3||||
40502236|DOSAGEM QUANTITATIVA DE ÁCIDOS ORGÂNICOS PARA O DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO (PERFIL D|02B|45,9||1500,01||||
40502244|DEFEITOS CONGÊNITOS DA GLICOLIZAÇÃO - FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA|01A|8,5||0||||
40503011|ANÁLISE DE DNA COM ENZIMAS DE RESTRIÇÃO POR ENZIMA UTILIZADA, POR AMOSTRA|01C|25,5|0|173,2|0|0|0|198,7
40503020|ANÁLISE DE DNA FETAL POR ENZIMA DE RESTRIÇÃO, POR ENZIMA UTILIZADA, POR AMOSTRA (ADICIONAL NOS EXAME|03C|108,8|0|48,24|0|0|0|157,04
40503038|ANÁLISE DE DNA FETAL POR SONDA OU PCR POR LOCUS, POR AMOSTRA|03A|74,8|0|222,56|0|0|0|297,36
40503046|ANÁLISE DE DNA PELA TÉCNICA MULTIPLEX POR LOCUS EXTRA, POR AMOSTRA|01C|25,5|0|48,48|0|0|0|73,98
40503054|ANÁLISE DE DNA PELA TÉCNICA MULTIPLEX POR LOCUS, POR AMOSTRA|01C|25,5|0|222,56|0|0|0|248,06
40503062|ANÁLISE DE DNA POR SONDA, OU PCR POR LOCUS, POR AMOSTRA|01C|25,5|0|222,56|0|0|0|248,06
40503070|DIAGNÓSTICO GENÉTICO PRÉ-IMPLANTAÇÃO POR DNA, POR SONDA|03B|95,2|0|222,56|0|0|0|317,76
40503089|EXTRAÇÃO DE DNA (OSSO) POR AMOSTRA|01B|17|0|403,6|0|0|0|420,6
40503097|EXTRAÇÃO DE DNA (SANGUE, URINA, LÍQUIDO AMINIÓTICO, VILO TROFOBLÁSTICO ETC.) POR AMOSTRA|01A|8,5|0|28,16|0|0|0|36,66
40503100|SEQÜENCIAMENTO GÊNICO POR SEQÜÊNCIAS DE ATÉ 500 PARES DE BASES|02A|34|0|173,6|0|0|0|207,6
40503143|AMPLIFICAÇÃO DO MATERIAL GENÉTICO (POR PCR, PCR EM TEMPO REAL, LCR, RT-PCR OU OUTRAS TÉCNICAS), POR|04C|160,65||326,4||||
40503232|DETECÇÃO PRÉ-NATAL OU PÓS-NATAL DE ALTERAÇÕES CROMOSSÔMICAS SUBMICROSCÓPICAS RECONHECIDAMENTE CAUSAD|03B|95,2||1410,01||||
40503798|NRAS PCR OU SEQUENCIAMENTO DE SANGER PARA MUTAÇÕES NOS ÉXONS 2, 3 E 4 DO GENE, NO TUMOR|01A|8,5||0||||
40601013|PROCEDIMENTO DIAGNÓSTICO PEROPERATÓRIO SEM DESLOCAMENTO DO PATOLOGISTA|03C|108,8|0|66,69|0|0|0|175,5
40601021|PROCEDIMENTO DIAGNÓSTICO PEROPERATÓRIO - PEÇA ADICIONAL OU MARGEM CIRÚRGICA|03A|74,8|0|66,69|0|0|0|141,5
40601030|PROCEDIMENTO DIAGNÓSTICO PEROPERATÓRIO COM DESLOCAMENTO DO PATOLOGISTA|03C|108,8|0|133,39|0|0|0|242,2
40601048|NECRÓPSIA DE ADULTO/CRIANÇA E NATIMORTO COM SUSPEITA DE ANOMALIA GENÉTICA|09A|471,75|0|183,99|0|0|0|655,74
40601056|NECRÓPSIA DE EMBRIÃO / FETO ATÉ 500 GRAMAS|07A|281,35|0|66,69|0|0|0|348,05
40601064|MICROSCOPIA ELETRÔNICA|07B|311,1|0|229,99|0|0|0|541,09
40601072|ATO DE COLETA DE PAAF DE ÓRGÃOS OU ESTRUTURAS SUPERFICIAIS - SEM DESLOCAMENTO DO PATOLOGISTA|02A|34|0|48,29|0|0|0|82,3
40601080|ATO DE COLETA DE PAAF DE ÓRGÃOS OU ESTRUTURAS PROFUNDAS SEM DESLOCAMENTO DO PATOLOGISTA|03B|95,2|0|104,64|0|0|0|199,85
40601099|ATO DE COLETA DE PAAF DE ÓRGÃOS OU ESTRUTURAS SUPERFICIAIS COM DESLOCAMENTO DO PATOLOGISTA|02A|34|0|103,49|0|0|0|137,5
40601102|ATO DE COLETA DE PAAF DE ÓRGÃOS OU ESTRUTURAS PROFUNDAS COM DESLOCAMENTO DO PATOLOGISTA|03B|95,2|0|192,04|0|0|0|287,24
40601110|PROCEDIMENTO DIAGNÓSTICO EM BIÓPSIA SIMPLES "IMPRINT" E "CELL BLOCK"|02A|34|0|23,68|0|0|0|57,69
40601129|PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE LÍQUIDOS E RASPADOS CUTÂNEOS|02A|34|0|23,68|0|0|0|57,69
40601137|PROCEDIMENTO DIAGNÓSTICO EM CITOPATOLOGIA CÉRVICO-VAGINAL ONCÓTICA|01B|17|0|11,84|0|0|0|28,84
40601145|PROCEDIMENTO DIAGNÓSTICO EM CITOLOGIA HORMONAL SERIADO|01C|25,5|0|17,24|0|0|0|42,75
40601153|PROCEDIMENTO DIAGNÓSTICO EM REVISÃO DE LÂMINAS OU CORTES HISTOLÓGICOS SERIADOS|04B|142,8|0|34,49|0|0|0|177,3
40601161|PROCEDIMENTO DIAGNÓSTICO EM CITOLOGIA HORMONAL ISOLADA|01A|8,5|0|10,06|0|0|0|18,56
40601170|PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE IMUNOISTOQUÍMICA (DUAS A CINCO REAÇÕES)|04C|160,65|0|310,49|0|0|0|471,14
40601188|PROCEDIMENTO DIAGNÓSTICO EM REAÇÃO IMUNOISTOQUÍMICA ISOLADA|04A|130,05|0|109,24|0|0|0|239,3
40601196|PROCEDIMENTO DIAGNÓSTICO EM FRAGMENTOS MÚLTIPLOS DE BIÓPSIAS DE MESMO ÓRGÃO OU TOPOGRAFIA, ACONDICIO|03A|74,8|0|51,74|0|0|0|126,55
40601200|PROCEDIMENTO DIAGNÓSTICO EM PEÇAS CIRÚRGICAS SIMPLES, INCLUINDO RTU DE PRÓSTATA E RESSECÇÃO ENDOSCÓP|03A|74,8|0|19,54|0|0|0|94,35
40601218|EXAME ANATOMO PATOLOGICO DE PECA CIRURGICA|03A|74,8|0|51,74|0|0|0|126,55
40601226|PROCEDIMENTO DIAGNÓSTICO EM GRUPO DE LINFONODOS E MARGENS DE PEÇA COMPLEXA (POR|02A|34|0|23,68|0|0|0|57,69
40601234|PROCEDIMENTO DIAGNÓSTICO EM AMPUTAÇÃO DE MEMBROS SEM CAUSA ONCOLÓGICA|02A|34|0|83,75|0|0|0|117,75
40601242|PROCEDIMENTO DIAGNÓSTICO EM AMPUTAÇÃO DE MEMBROS - CAUSA ONCOLÓGICA|03A|74,8|0|167,89|0|0|0|242,69
40601250|PROCEDIMENTO DIAGNÓSTICO EM LÂMINAS DE PAAF ATÉ 5|02A|34|0|23,68|0|0|0|57,69
40601269|REVISAO DE LAMINA: CADA COLORACAO ESPECIAL|01B|17|0|11,84|0|0|0|28,84
40601277|PROCEDIMENTO DIAGNÓSTICO EM IMUNOFLUORESCÊNCIA|04C|160,65|0|310,49|0|0|0|471,14
40601285|PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE HIBRIDIZAÇÃO "IN SITU"|04C|160,65|0|310,49|0|0|0|471,14
40601293|PROCEDIMENTO DIAGNÓSTICO POR CAPTURA HÍBRIDA|01C|25,5|0|204,11|0|0|0|229,62
40601307|PROCEDIMENTO DIAGNÓSTICO EM CITOMETRIA DE FLUXO (POR MONOCLONAL PESQUISADO)|01A|8,5|0|92,57|0|0|0|101,07
40601315|PROCEDIMENTO DIAGNÓSTICO EM CITOMETRIA DE IMAGENS|04C|160,65|0|310,49|0|0|0|471,14
40601323|PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO EM MEIO LÍQUIDO|01B|17|0|28,74|0|0|0|45,75
40701018|ANGIOGRAFIA RADIOISOTÓPICA|02A|34|0|70,06|0|7812|0|111,88
40701026|CINTILOGRAFIA COM HEMÁCIAS MARCADAS|03A|74,8|0|338,06|0|8246|0|421,11
40701034|CINTILOGRAFIA DO MIOCÁRDIO COM DUPLO ISÓTOPO (PERFUSÃO + VIABILIDADE)|03B|95,2|0|163,13|0|12369|0|270,7
40701042|CINTILOGRAFIA DO MIOCÁRDIO COM FLUORDEOXIGLICOSE (FDG-FLÚOR-18)|03C|108,8|0|636,16|0|8246|0|753,21
40701050|CINTILOGRAFIA DO MIOCÁRDIO NECROSE (INFARTO AGUDO)|02C|54,4|0|203,83|0|8246|0|266,48
40701069|CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - REPOUSO|03B|95,2|0|233,1|0|12369|0|340,67
40701077|CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - ESFORÇO|03A|74,8|0|210,9|0|16492|0|302,19
40701085|CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - REPOUSO|02B|45,9|0|163,13|0|8246|0|217,28
40701093|FLUXO SANGUÍNEO DAS EXTREMIDADES|02A|34|0|78,87|0|10416|0|123,29
40701107|QUANTIFICAÇÃO DE "SHUNT"DA DIREITA PARA A ESQUERDA|02C|54,4|0|160,45|0|12369|0|227,23
40701115|QUANTIFICAÇÃO DE "SHUNT"PERIFÉRICO|02C|54,4|0|176,46|0|12369|0|243,23
40701123|VENOGRAFIA RADIOISOTÓPICA|02C|54,4|0|157,7|0|12369|0|224,48
40701131|CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FARMACOLÓGICO|03B|95,2|0|233,1|0|12369|0|340,67
40701140|CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FÍSICO|03B|95,2|0|233,1|0|12369|0|340,67
40702014|CINTILOGRAFIA DAS GLÂNDULAS SALIVARES COM OU SEM ESTÍMULO|02B|45,9|0|153|0|10416|0|209,32
40702022|CINTILOGRAFIA DO FÍGADO E DO BAÇO|02A|34|0|153,55|0|12369|0|199,93
40702030|CINTILOGRAFIA DO FÍGADO E VIAS BILIARES|02C|54,4|0|209,81|0|20615|0|284,83
40702049|CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA ATIVA|02B|45,9|0|193,22|0|12369|0|251,5
40702057|CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA NÃO ATIVA|03A|74,8|0|380,13|0|20615|0|475,55
40702065|CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO|02B|45,9|0|88,48|0|16492|0|150,88
40702073|CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS)|02B|45,9|0|56,79|0|16492|0|119,19
40702081|CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (SEMI-SÓLIDOS)|02B|45,9|0|57,05|0|16492|0|119,45
40702090|CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL|02C|54,4|0|153,72|0|12369|0|220,49
40702103|CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO|02B|45,9|0|80,24|0|16492|0|142,63
40702111|FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO)|01C|25,5|0|57,38|0|10416|0|93,3
40703010|CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 123)|02B|45,9|0|151,39|0|4123|0|201,42
40703029|CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131)|02B|45,9|0|151,39|0|4123|0|201,42
40703037|CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC)|02B|45,9|0|107,11|0|4123|0|157,14
40703045|CINTILOGRAFIA DAS PARATIREÓIDES|02B|45,9|0|295,94|0|12369|0|354,21
40703053|CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI)|03A|74,8|0|449,57|0|20615|0|544,99
40703061|TESTE DE ESTÍMULO COM TSH RECOMBINANTE|02B|45,9|0|90,15|0|4123|0|140,17
40703070|TESTE DE SUPRESSÃO DA TIREÓIDE COM T3|02B|45,9|0|54,71|0|4123|0|104,74
40703088|TESTE DO PERCLORATO|02B|45,9|0|47,18|0|0|0|93,08
40704017|CINTILOGRAFIA RENAL DINÂMICA|02C|54,4|0|158,4|0|12369|0|225,17
40704025|CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO|02C|54,4|0|254,28|0|16492|0|325,17
40704033|CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA)|02C|54,4|0|140,95|0|0|0|195,36
40704041|CINTILOGRAFIA TESTICULAR (ESCROTAL)|02C|54,4|0|107,34|0|16709|0|178,46
40704050|CISTOCINTILOGRAFIA DIRETA|02C|54,4|0|141,42|0|16492|0|212,32
40704068|CISTOCINTILOGRAFIA INDIRETA|02B|45,9|0|125,21|0|16492|0|187,61
40704076|DETERMINAÇÃO DA FILTRAÇÃO GLOMERULAR|01C|25,5|0|30,46|0|0|0|55,97
40704084|DETERMINAÇÃO DO FLUXO PLASMÁTICO RENAL|01C|25,5|0|30,46|0|0|0|55,97
40705013|CINTILOGRAFIA DO SISTEMA RETÍCULO-ENDOTELIAL (MEDULA ÓSSEA)|02C|54,4|0|62,8|0|12369|0|129,57
40705021|DEMONSTRACAO DO SEQUESTRO DE HEMACIAS PELO BACO|02A|34|0|50,91|0|12369|0|97,28
40705030|DETERMINAÇÃO DA SOBREVIDA DE HEMÁCIAS|01C|25,5|0|32,55|0|0|0|58,05
40705048|DETERMINAÇÃO DO VOLUME ERITROCITÁRIO|01C|25,5|0|10,73|0|0|0|36,24
40705056|DETERMINAÇÃO DO VOLUME PLASMÁTICO|01C|25,5|0|10,73|0|0|0|36,24
40705064|TESTE DE ABSORÇÃO DE VITAMINA B12 COM COBALTO - 57 (TESTE DE SCHILLING)|01C|25,5|0|10,73|0|0|0|36,24
40706010|CINTILOGRAFIA ÓSSEA (CORPO TOTAL)|02C|54,4|0|163,7|0|20615|0|238,72
40706028|FLUXO SANGÜÍNEO ÓSSEO|01C|25,5|0|41,02|0|8246|0|74,77
40707016|CINTILOGRAFIA CEREBRAL|02A|34|0|110,82|0|12369|0|157,2
40707024|CINTILOGRAFIA CEREBRAL COM FLUORDEOXIGLICOSE (FDG - FLÚOR - 18)|03C|108,8|0|636,16|0|12369|0|757,33
40707032|CINTILOGRAFIA DE PERFUSÃO CEREBRAL|03B|95,2|0|167,95|0|12369|0|275,53
40707040|CISTERNOCINTILOGRAFIA|03B|95,2|0|390,4|0|20615|0|506,22
40707059|CISTERNOCINTILOGRAFIA PARA PESQUISA DE FÍSTULA LIQUÓRICA|03B|95,2|0|390,4|0|20615|0|506,22
40707067|FLUXO SANGÜÍNEO CEREBRAL|01C|25,5|0|51,54|0|8246|0|85,3
40707075|MIELOCINTILOGRAFIA|03B|95,2|0|169,03|0|20615|0|284,85
40707083|VENTRÍCULO-CINTILOGRAFIA|03B|95,2|0|169,03|0|20615|0|284,85
40708012|CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA|03A|74,8|0|221,74|0|20615|0|317,16
40708020|CINTILOGRAFIA COM GÁLIO-67|03A|74,8|0|273,74|0|20615|0|369,16
40708039|CINTILOGRAFIA COM LEUCÓCITOS MARCADOS|03A|74,8|0|239,46|0|0|0|314,26
40708047|CINTILOGRAFIA COM MIBG (METAIODOBENZILGUANIDINA)|03A|74,8|0|317,06|0|20615|0|412,48
40708055|CINTILOGRAFIA DE CORPO TOTAL COM FDG-18 F, EM CAMARA HIBRIDA|03C|108,8|0|636,16|0|20615|0|765,58
40708063|CINTILOGRAFIA DE MAMA (BILATERAL)|02C|54,4|0|295,34|0|0|0|349,74
40708071|DEMARCAÇÃO RADIOISOTÓPICA DE LESÕES TUMORAIS|02C|54,4|0|172,15|0|0|0|226,56
40708080|DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LESÕES TUMORAIS|06A|216,75|0|172,15|0|0|0|388,91
40708098|DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LINFONODO SENTINELA|06A|216,75|0|172,15|0|0|0|388,91
40708101|LINFOCINTILOGRAFIA|02C|54,4|0|94,51|0|12369|0|161,29
40708110|QUANTIFICAÇÃO DA CAPTAÇÃO PULMONAR COM GÁLIO-67|02B|45,9|0|163,28|0|12369|0|221,56
40708128|PET DEDICADO ONCOLÓGICO|06A|216,75|0|1528,72|0|54.25|0|1799,73
40709019|CINTILOGRAFIA PARA DETECÇÃO DE ASPIRAÇÃO PULMONAR|02A|34|0|57,47|0|12369|0|103,85
40709027|CINTILOGRAFIA PULMONAR (INALAÇÃO)|02C|54,4|0|127,91|0|12369|0|194,68
40709035|CINTILOGRAFIA PULMONAR (PERFUSÃO)|02C|54,4|0|106,23|0|12369|0|173
40710017|SESSÃO MÉDICA PARA PLANEJAMENTO TÉCNICO DE RADIOISOTOPOTERAPIA|02C|54,4|0|0|0|0|0|54,4
40710025|TRATAMENTO COM MIBG|05A|173,4|0|193,02|0|0|0|366,42
40710033|TRATAMENTO DA POLICITEMIA VERA|03B|95,2|0|26,07|0|0|0|121,27
40710041|TRATAMENTO DE CÂNCER DA TIREÓIDE|05A|173,4|0|260,85|0|0|0|434,26
40710050|TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (GRAVES)|03B|95,2|0|46,95|0|0|0|142,15
40710068|TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER)|03B|95,2|0|46,95|0|0|0|142,15
40710076|TRATAMENTO DE METÁSTASES ÓSSEAS (ESTRÔNCIO-90)|03B|95,2|0|113,2|0|0|0|208,4
40710084|TRATAMENTO DE METÁSTASES ÓSSEAS (SAMÁRIO-153)|03B|95,2|0|113,2|0|0|0|208,4
40710092|TRATAMENTO DE TUMORES NEUROENDÓCRINOS|05A|173,4|0|192,95|0|0|0|366,35
40711013|DACRIOCINTILOGRAFIA|01C|25,5|0|106,77|0|0|0|132,27
40711021|IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS)|03A|74,8|0|262,94|0|20615|0|358,36
40801012|CRÂNIO - 2 INCIDÊNCIAS|01B|17|0|13,1|3|3.1248|2|33,22
40801020|CRÂNIO - 3 INCIDÊNCIAS|01B|17|0|14,7|0|4.6872|3|36,39
40801039|CRÂNIO - 4 INCIDÊNCIAS|01C|25,5|0|15,8|0|6.2496|4|47,55
40801047|ORELHA , MASTÓIDES OU ROCHEDOS - BILATERAL|01C|25,5|0|17,9|0|5.62464|8|49,02
40801055|ÓRBITAS - BILATERAL|01B|17|0|15,8|0|3.74976|4|36,55
40801063|RX SEIOS FACE F.N.-M.N.-LAT-HIRTZ (4 CHAPAS)|01B|17|0|14,7|0|2.81232|3|34,51
40801071|SELA TÚRCICA|01B|17|0|13,4|0|2.81232|3|33,21
40801080|RX MAXILAR INFERIOR P.A.-OBLIQUAS (3 CHAPAS)|01B|17|0|13,4|0|2.81232|3|33,21
40801098|OSSOS DA FACE|01B|17|0|15,8|0|3.74976|4|36,55
40801101|ARCOS ZIGOMÁTICOS OU MALAR OU APÓFISES ESTILÓIDES|01B|17|0|14,7|0|2.81232|3|34,51
40801110|ARTICULAÇÃO TEMPOROMANDIBULAR - BILATERAL|01B|17|0|15,8|0|3.74976|4|36,55
40801128|ADENÓIDES OU CAVUM|01B|17|0|12,2|0|1.87488|2|31,07
40801136|PANORÂMICA DE MANDÍBULA (ORTOPANTOMOGRAFIA)|01B|17|0|12,2|0|5.62464|1|34,82
40801144|TELEPERFIL EM CEFALOSTATO - SEM TRAÇADO|01B|17|0|10,7|0|1.5624|1|29,26
40801152|TELEPERFIL EM CEFALOSTATO - COM TRAÇADO|01B|17|0|12,2|0|3.1248|2|32,32
40801160|ARCADA DENTÁRIA (POR ARCADA)|01B|17|0|9,6|0|2.81232|8|29,41
